# Title: VN Malicious Domains Splunk Lookup
# Description: Block malicious domains targeting Vietnamese users
# Updated: 2024-08-09T12:06:53Z
# Expires: 1 day (update frequency)
# Homepage: https://gitlab.com/malware-filter/vn-badsite-filter
# License: https://gitlab.com/malware-filter/vn-badsite-filter#license
# Source: https://api.chongluadao.vn/v2/blacklistdomains & https://api.chongluadao.vn/v2/blacklistlinks
"host","path","message","updated"
"24124f.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124h.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124i.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124j.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124k.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124l.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124m.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124n.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124o.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124p.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124q.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124r.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124s.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124t.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124u.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124v.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124w.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124x.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124y.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124z.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"247-banking.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"247-bankings.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"247-napas.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"247-vidientu.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"247appbank.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"247bank-ing.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"247com.bar","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"247giaodich.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
